UYEISYERI_ID_MASK,label
62474825,0
62474826,0
62474829,1
62474830,1
62474831,0
62474832,1
62474833,0
62474834,1
62474835,0
62474836,1
62474837,1
62474838,0
62474840,1
62474841,1
62474842,1
62474843,1
62474844,0
62474845,1
62474846,1
62474847,1
62474848,0
62474849,0
62474851,0
62474854,1
62474857,1
62474858,1
62474859,1
62474871,0
62474874,1
62474876,0
62474877,1
62474878,1
62474881,0
62474882,1
62474884,1
62474885,1
62474886,1
62474887,1
62474888,1
62474889,1
62474890,1
62474891,1
62474894,1
62474895,0
62474896,0
62474897,1
62474899,1
62474900,1
62474901,1
62474902,0
62474903,1
62474906,1
62474907,1
62474909,1
62474911,1
62475007,1
62475008,1
62475010,1
62475011,0
62475012,1
62475013,1
62475014,0
62475015,1
62475016,1
62475017,0
62475018,0
62475019,1
62475022,1
62475023,0
62475024,1
62475025,1
62475027,1
62475028,1
62475029,1
62475030,0
62475032,0
62475033,1
62475034,1
62475036,0
62475038,1
62475041,1
62475042,1
62475045,1
62475046,1
62475048,1
62475049,0
62475050,1
62475051,0
62475053,1
62475055,1
62475056,1
62475057,1
62475058,0
62475060,1
62475061,1
62475062,1
62475063,0
62475064,1
62475065,1
62475067,1
62475068,1
62475069,1
62475070,1
62475071,1
62475072,1
62475073,1
62475074,0
62475075,1
62475077,1
62475078,1
62475079,1
62475080,1
62475081,0
62475084,1
62475085,1
62475087,1
62475088,1
62475089,1
62475091,1
62475092,0
62475093,1
62475096,0
62475097,0
62475098,1
62475099,1
62475102,0
62475103,0
62475107,1
62475108,0
62475111,0
62475114,1
62475115,1
62475118,1
62475119,1
62475121,1
62475123,1
62475124,1
62475126,0
62475127,1
62475128,1
62475129,1
62475131,0
62475132,1
62475133,1
62475134,0
62475135,1
62475136,1
62475137,1
62475138,1
62475144,0
62475146,0
62475148,1
62475251,1
62475252,1
62475253,0
62475254,1
62475256,1
62475259,1
62475260,1
62475264,1
62475265,1
62475266,1
62475267,1
62475269,0
62475270,1
62475274,1
62475276,0
62475277,1
62475278,0
62475279,0
62475280,0
62475281,0
62475285,1
62475289,1
62475290,1
62475292,0
62475293,0
62475295,1
62475299,1
62475302,1
62475303,0
62475304,0
62475305,1
62475308,1
62475309,1
62475313,1
62475315,0
62475318,1
62475319,1
62475322,1
62475323,1
62475325,1
62475326,1
62475327,0
62475328,1
62475330,0
62475331,0
62475333,1
62475334,0
62475337,0
62475338,1
62475340,0
62475341,0
62475343,1
62475344,0
62475345,1
62475346,1
62475349,0
62475350,0
62475353,1
62475354,0
62475356,1
62475357,1
62475358,1
62475359,1
62475360,0
62475363,1
62475365,1
62475367,1
62475368,1
62475369,0
62475370,0
62475372,1
62475373,0
62475374,1
62475376,1
62475378,0
62475380,1
62475382,1
62475383,0
62475384,0
62475385,0
62475386,0
62475387,0
62475388,1
62475389,0
62475390,1
62475391,0
62475392,0
62475393,1
62475394,0
62475395,0
62475396,1
62475397,0
62475398,1
62475399,1
62475400,1
62475402,1
62475408,1
62475411,1
62475412,1
62475413,1
62475415,1
62475416,1
62475417,1
62475418,1
62475420,1
62475421,0
62475422,1
62475423,1
62475424,1
62475426,1
62475427,0
62475428,0
62475429,1
62475431,0
62475432,1
62475437,1
62475439,1
62475441,1
62475443,1
62475446,1
62475447,1
62475451,1
62475454,0
62475456,0
62475459,1
62475460,1
62475461,1
62475463,0
62475581,0
62475582,1
62475585,1
62475593,1
62475599,1
62475601,0
62475602,1
62475605,0
62475608,1
62475610,1
62475619,1
62475635,0
62475645,0
62475774,1
62475831,1
62475852,0
62638458,0
62744508,0
62744518,1
62744542,1
62744543,0
62744545,0
62744547,1
63022366,1
63022466,0
63022531,0
63136463,0
63243418,0
63285444,0
63594503,0
63629583,0
63629584,1
63660530,0
63701476,1
63728460,1
63728461,1
63728465,1
63728469,1
63728490,1
63728491,1
63728492,0
63873461,1
63966555,1
64041393,0
64041395,0
64106531,0
64135412,0
64218431,1
64263543,1
64263639,0
64298531,0
64330523,0
64364415,1
64449566,0
64483668,1
64619481,0
64688528,1
64754355,1
64786436,0
64958426,1
64958605,0
65048560,0
65207360,1
65287361,0
65287431,0
65326351,0
65358513,0
65402850,0
65504591,1
65533546,0
65533571,0
65723393,1
65775397,0
65879353,1
65879621,1
65914888,0
66312363,1
66359423,0
66397340,1
66430606,0
66473572,0
66704358,1
66733398,0
66749427,0
67040425,1
67069517,0
67097501,0
67170395,0
67170401,1
67326531,1
67454416,0
67486511,1
67545494,0
67613400,0
67768334,0
67768354,0
67795351,1
67795352,1
67795573,1
67821501,1
67883465,0
67883489,0
67883490,0
67923375,1
67923411,1
67923417,1
67950360,1
67978463,0
68012455,0
68012514,1
68012519,0
68042500,1
68085382,1
68282506,0
68312366,1
68312453,1
68357348,1
68357389,1
68434329,1
68434392,1
68530363,1
68574334,0
68616484,1
68655329,0
68655332,0
68655457,0
68686346,0
68686347,1
68686514,0
68722408,1
68759469,1
68759470,1
68759471,1
68759483,1
68794463,1
68794475,0
68838473,0
68838532,0
68878424,0
68878436,0
68878451,0
68913373,1
68913468,0
68913522,0
68992531,0
68992537,0
69027465,0
69067373,0
69067433,0
69067434,0
69067514,0
69145331,1
69185556,0
69248342,0
69248457,1
69312473,0
69392425,0
69392544,1
69425536,0
69478338,1
69478342,0
69478343,0
69478344,0
69478345,1
69486374,1
69486395,0
69518422,0
69518424,0
69667401,0
69667402,1
69705495,1
69818453,1
69846423,0
69846426,0
69886521,1
69920360,0
69920471,1
70077447,1
70178404,0
70206382,0
70206383,1
70206492,0
70278463,0
70278467,0
70278495,0
70278537,0
70278544,0
70278547,0
70321475,0
70349422,1
70377477,1
70434396,0
70484377,1
70691476,1
70691477,1
70691478,1
70691480,1
70924381,1
71033474,1
71814466,0
71814485,1
71852428,1
71852495,1
71930432,0
71930433,1
71930434,0
71930436,0
71930485,1
72030404,1
72075514,1
72229414,1
72308435,0
72308451,1
72349465,0
72349466,1
72418346,0
72504479,1
72572480,0
72611395,0
72706383,0
72706386,1
72792425,1
72847370,0
72916434,0
72916501,1
72916531,0
72916534,1
72960377,1
73001645,1
73051366,1
73083441,0
73159361,0
73159422,1
73159426,0
73159479,1
73210489,0
73210506,0
73210584,1
73210591,1
73210592,1
73269373,0
73269453,0
73387468,0
73387522,0
73419476,1
73419477,0
73459332,0
73459477,0
73459545,0
73495444,0
73495472,0
73553367,1
73553369,1
73585511,0
73618498,0
73618499,1
73618529,0
73618563,0
73700438,0
73700447,0
73700457,0
73758352,1
73758380,0
73758381,0
73758382,1
73758406,1
73790429,1
73824435,0
73901400,1
73901405,0
73901418,1
73901419,1
73933452,1
73959440,0
73996402,1
74032513,0
74098533,0
74132356,0
74132414,0
74132436,1
74132507,0
74174330,0
74201418,0
74234335,1
74234374,1
74234375,0
74267489,0
74267531,0
74316452,0
74316505,1
74353469,1
74353489,0
74390348,1
74417400,1
74498345,0
74498468,1
74498549,1
74498550,1
74589463,1
74646404,1
74646465,0
74718529,1
74761439,0
74921385,0
74957429,1
75073401,0
75073464,0
75073552,1
75073555,1
75073557,1
75073560,1
75106410,0
75170407,0
75170409,1
75170521,1
75214556,1
75261411,1
75261475,1
75298426,1
75298456,0
75298470,0
75402355,0
75402375,1
75477364,1
75561498,1
75561800,0
75626428,0
75663400,1
75747330,0
75787542,0
75821547,1
75854553,1
75854554,0
75854556,0
75854565,1
75854566,0
75854568,0
75854570,0
75854572,1
75854573,0
75854576,0
75854581,1
75854585,0
75854586,0
75854589,0
75854590,1
75854591,0
75946611,0
76027504,0
76027579,0
76027627,1
76027629,0
76068454,0
76068495,1
76127530,0
76204542,1
76204543,1
76284429,0
76369355,1
76404372,0
76438337,1
76610645,1
76610648,1
76654492,0
76654534,1
76654535,1
76763495,0
76763496,0
76801501,0
76836387,0
76836477,0
76836480,1
76836482,1
76836496,1
76836503,1
76836514,0
76936415,1
76936432,0
76936434,1
76936435,0
76972554,0
77170518,0
77205568,0
77247443,0
77247444,1
77247473,1
77247477,0
77247479,1
77247508,0
77247571,0
77280475,0
77357541,0
77392458,0
77392524,1
77431458,1
77431467,1
77431469,1
77431474,1
77431475,1
77431478,1
77431493,1
77431507,1
77431510,1
77431514,0
77431520,1
77431525,1
77431532,0
77431533,1
77431534,1
77431535,0
77431538,0
77431546,1
77431552,1
77431556,0
77431559,1
77431563,1
77431578,1
77431580,1
77431582,1
77431596,1
77431604,0
77467536,0
77467577,0
77567417,1
77567485,1
77567492,0
77637474,1
77673447,1
77707512,0
77707554,0
77770343,0
77770439,1
77770472,0
77770505,0
77770532,0
77841399,1
77841493,0
77879539,1
77923422,1
77923438,1
77974408,0
78044334,1
78044414,1
78113383,0
78113475,0
78145455,1
78145491,1
78263427,1
78448333,1
78484468,1
78516662,0
78566445,0
78598498,1
78629496,1
78629497,0
78666391,1
78666425,1
78698357,1
78698358,1
78698424,0
78756382,1
78756414,1
79876536,1
79876554,0
79876562,1
79922496,1
79922513,1
79956414,1
79956415,1
79987518,1
79987524,0
80077368,0
80077451,0
80077488,0
80116404,0
80116451,0
80147674,1
80147684,0
80147764,0
80147812,0
80177486,0
80177494,0
80177501,0
80177510,1
80231382,1
80326452,1
80326535,0
80359492,0
80359547,1
80493388,0
80535376,1
80610433,0
80610434,0
80610478,0
80666458,1
80782393,1
80944378,0
81018557,1
81018594,1
81054384,0
81110508,0
81148535,1
81286384,1
81321445,0
81321509,0
81321511,0
81321512,1
81359482,1
81359497,1
81493493,0
81572344,0
81572345,0
81572443,0
81572474,0
81572551,1
81618430,0
81618597,0
81618598,1
81618599,0
81667392,0
82046464,0
82046467,1
82046512,0
82092364,1
82133428,1
82133429,1
82200438,0
82237329,1
82237503,1
82237516,1
82321366,0
82409395,0
82500421,0
82500507,1
82500509,0
82500516,1
82536449,0
82536455,1
82536456,1
82536457,1
82536464,1
82587442,1
82631371,1
82631391,0
82736435,1
82785351,1
82785412,1
82815437,0
82889387,0
82924460,0
82997459,1
83034526,1
83094393,0
83094410,0
83094413,1
83094414,1
83162481,0
83205365,1
83205511,0
83250430,1
83250431,1
83250434,1
83250437,1
83250438,1
83250449,1
83306330,0
83341402,0
83341434,1
83341482,0
83341494,0
83376329,0
83426447,0
83426448,1
83426452,0
83426454,0
83461387,1
83461538,1
83566428,1
83566433,0
83566438,1
83566440,0
83566464,0
83566470,1
83566485,0
83566486,1
83566504,0
83605331,0
83605346,0
83605495,0
83605504,0
83656514,0
83656592,0
83758449,1
83758452,1
83758453,1
83758456,1
83758457,1
83758460,1
83758464,1
83758474,1
83758475,1
83836424,0
83836489,1
83868418,0
83868453,0
83908434,0
83908496,1
83908558,0
83939380,0
84127463,1
84127479,0
84127480,0
84203436,1
84203477,0
84260352,0
84296501,0
84331490,0
84371428,0
84371429,0
84399355,0
84469403,1
84640365,0
84674488,0
84772577,1
84772594,1
84772601,1
84772604,1
84812401,1
84879472,0
84879473,1
84914511,1
85001474,0
85141511,0
85273503,1
85348356,1
85348440,1
85425391,0
85537447,0
85606418,0
85606422,0
85606434,0
85606443,1
85647380,0
85647386,0
85647509,1
85647510,0
85689541,1
85736479,1
85736487,1
85736498,0
85776378,1
85776442,0
85893355,1
85893382,0
85893470,1
85893485,0
85929468,0
85976457,1
85976458,1
85976558,0
86023490,0
86023510,0
86083409,0
86083410,1
86083411,1
86160457,1
86160524,0
86160529,1
86160552,1
86216447,0
86216510,0
86287338,1
86392426,1
86472429,0
86530430,0
86530492,0
86530512,0
86591371,0
86646385,1
86646386,1
86681346,0
86723350,1
86828382,0
86828501,0
86907408,0
86935393,0
86971606,0
87013416,0
87013419,0
87013421,1
87013457,1
87055415,0
87055416,0
87095624,1
87233450,1
87233487,0
87327346,1
87327435,1
87430381,1
87430394,0
87471416,0
87511520,1
87620454,1
87620459,0
87686545,0
87727398,0
87818421,1
87887557,0
87920369,1
87920550,1
87953443,1
87953491,0
87953616,1
88026470,1
88026566,0
88085582,1
88085590,0
88207538,0
88261475,1
88261495,1
88301421,1
88333583,0
88377511,1
88425411,0
88425522,1
88458514,0
88489581,0
88489582,0
88489615,1
88616512,1
88654507,1
88654596,1
88654669,1
88796483,0
88796489,1
88796570,1
88796571,0
88996489,0
88996490,0
88996491,0
88996496,0
88996499,0
88996504,0
88996529,0
88996540,0
88996541,0
88996550,1
88996551,0
88996552,0
88996565,0
88996568,0
88996573,0
88996574,0
88996575,0
88996580,0
88996586,0
88996587,0
88996589,1
88996594,0
88996596,0
88996597,0
88996602,0
88996619,0
88996620,0
88996621,0
88996625,0
88996628,0
88996642,0
88996655,0
88996656,0
88996657,0
88996658,0
88996676,1
88996679,1
88996684,1
88996685,0
88996689,0
88996691,0
88996694,0
89072393,0
89103499,0
89103617,0
89141428,1
89141508,1
89141511,0
89171370,0
89205401,0
89306391,0
89392907,0
89392912,1
89393117,1
89457480,0
89494462,1
89609389,1
89609469,1
89609482,0
89640429,1
89640433,1
89640436,1
89640442,1
89710400,1
89710452,0
89818401,0
89818403,0
89818423,1
89849365,0
89920458,1
90009352,1
90043348,1
90043445,0
90200404,0
90234452,1
90234455,1
90305421,0
90305583,0
90334470,1
90334532,0
90400358,1
90400452,0
90480515,1
90480539,0
90480540,1
90480541,0
90480542,1
90480544,1
90480549,0
90480551,1
90480553,1
90516406,1
90542432,0
90542460,0
90598589,1
90666460,1
90666461,1
90666514,1
90847611,1
90903608,1
90903611,0
90995481,0
91022350,0
91022439,0
91061646,0
91129338,0
91184496,0
91184599,1
91249446,1
91282627,1
91282802,0
91310644,0
91364424,1
91364474,0
91397351,0
91397358,1
91397359,1
91397509,1
91397543,1
91397648,1
91431435,0
91431537,1
91431561,0
91431717,0
91431751,1
91467364,0
91467365,1
91502729,0
91502731,0
91556525,0
91588682,1
91626856,1
91664549,1
91780340,1
91804615,0
91804804,0
91853350,0
91853391,1
91853403,0
91919530,0
91919531,0
91986384,0
92001532,0
92060473,1
92152658,1
92249532,1
92283724,1
92377447,1
92377727,1
92446475,1
92490585,0
92490659,0
92490661,0
92523802,0
92587519,1
92621858,0
92666423,1
92666570,0
92705433,1
92705646,1
92895597,1
92895716,0
92895735,1
92962576,1
93041522,1
93041603,1
93041705,1
93254462,1
93289345,1
93289398,0
93289525,0
93363476,0
93400360,1
93424401,0
93424472,0
93424517,0
93465447,0
93498477,1
93498490,0
93539531,1
93570463,1
93570516,0
93631477,0
93631479,0
93631481,0
93631482,0
93666370,0
93666489,0
93702430,1
93702550,0
93773395,1
93773456,0
93810352,0
93834443,0
93872479,1
93872490,0
93872495,0
93947422,1
93947447,1
94006360,0
94006361,0
94077621,1
94118459,1
94149400,1
94149406,1
94149484,1
94210426,0
94210515,1
94243360,1
94243444,0
94243455,0
94243494,0
94243495,1
94243553,0
94243559,0
94243587,0
94243621,1
94279400,0
94279417,0
94279467,0
94279509,0
94279519,1
94314405,0
94314412,0
94314464,0
94345471,1
94345479,1
94345528,0
94345568,1
94345645,0
94403406,0
94403542,1
94403545,1
94403548,0
94439523,1
94475391,1
94643331,1
94686338,1
94686378,1
94686488,1
94721398,0
94793390,1
94793454,0
94829451,1
94829462,0
94829463,0
95000386,0
95034521,1
95034593,1
95034677,1
95034678,1
95070519,0
95070838,0
95070902,0
95070929,1
95070930,1
95070931,1
95070932,1
95070933,1
95070934,1
95070935,1
95070938,0
95070941,1
95070942,0
95070945,0
95070946,0
95070947,1
95070948,1
95070949,1
95070950,1
95070951,1
95070952,1
95070953,1
95070959,1
95162475,1
95239391,1
95239392,0
95276466,1
95276486,0
95276487,1
95403477,1
95445487,0
95525386,0
95525423,1
95590498,1
95590528,1
95630371,1
95630462,0
95667416,0
95948469,0
95993497,1
95993529,0
96093199,1
96093200,0
96093201,1
96126461,0
96126466,1
96126467,1
96209409,0
96209483,1
96244443,0
96529490,1
96529495,1
96563405,1
96563481,0
96563494,1
96644542,0
96785359,0
96785472,0
96882433,1
96882475,1
96882482,0
97004450,0
97067419,1
97067420,1
97102483,0
97141349,0
97229448,1
97229451,1
97329616,1
97418508,1
97418529,0
97493385,1
97518433,0
97518442,0
97556475,1
97645590,1
97688443,0
97790392,1
97790395,1
97790399,0
97790402,0
97790403,1
97790408,1
97790420,0
97790423,1
97790456,0
97827353,0
97827454,0
97827485,0
97893416,0
97893510,1
97928466,1
97992433,1
97992570,0
98066488,1
98115337,0
98115338,1
98115339,0
98115409,0
98115423,1
98115424,1
98115452,0
98115490,1
98115492,0
98115511,1
98151532,1
98218424,1
98218484,1
98379351,1
98379482,0
98379483,1
98446480,0
98482428,0
98482541,0
98519437,1
98519453,0
98519466,0
98519535,0
98519566,0
98567431,0
98567484,0
98702536,1
98740390,0
98740423,0
98740508,0
98878453,0
98910487,1
98946631,0
99007415,0
99039513,0
99039514,0
99039524,1
99039584,0
99039585,0
99039593,0
99123471,0
99229382,0
99229515,0
99229551,0
99229565,1
99229594,0
99229598,1
99263336,1
99263450,1
99263506,1
99263574,0
99302428,0
99334400,1
99334438,0
99394379,0
99394542,0
99394543,1
99394582,1
99394598,0
99428508,1
99428510,0
99467349,1
99467523,0
99467715,0
99501455,1
99543397,0
99543399,0
99576411,1
99576519,0
99612624,0
99653526,1
99653577,1
99653578,1
99788365,1
99788436,1
99896435,1
99930389,1
100034420,0
100034480,1
100034490,1
100119546,1
100208526,1
100208609,1
100244434,1
100244443,0
100244488,1
100297477,0
100329421,0
100329427,1
100392483,0
100537504,0
100603491,1
100724535,0
100825430,0
100825503,1
100825521,0
100899358,1
100937533,1
101033456,1
101145484,0
101188430,0
101222465,1
101321412,1
101358388,1
101358394,1
101402396,0
101402536,0
101434602,1
101434603,0
101434604,0
101554417,0
101691448,0
101691473,0
101790368,1
101790390,1
101825394,0
101825423,0
101825425,0
101864511,0
101897519,0
101946477,1
101946503,0
101984379,1
101984447,0
102159439,0
102196395,0
102231387,0
102305359,1
102364418,0
102435518,1
102845356,0
102868513,0
102868546,1
102903389,1
102903390,1
102903393,1
102903417,0
102903453,0
102903455,1
102903457,1
102974400,0
102974404,1
102974405,1
103004590,0
103060411,0
103060426,1
103094477,0
103094501,0
103094529,0
103135396,1
103135463,1
103181394,0
103212398,1
103212425,1
103212431,0
103212447,0
103212449,0
103212499,0
103243385,0
103304616,0
103304617,0
103304618,0
103304620,0
103338344,0
103338443,1
103338465,1
103338482,0
103338490,0
103410399,0
103410514,0
103457366,1
103494339,1
103494477,0
103535463,1
103535479,1
103614483,1
103843359,1
103843403,0
103843421,0
103843422,1
103843423,1
103843433,0
103892427,0
103979227,1
104019496,0
104086433,1
104127366,1
104171392,0
104171454,1
104209468,1
104284368,0
104284369,0
104310358,0
104310389,1
104310401,0
104310463,1
104351365,0
104393488,1
104443429,1
104483465,1
104548424,1
104548437,1
104585390,1
104585528,1
104634354,0
104634556,0
104680397,0
104777445,0
104854458,0
104854471,1
104974352,0
104974402,0
104974403,1
104974529,0
105015743,0
105068448,1
105118381,1
105118485,1
105118501,1
105118535,1
105158788,0
105203359,0
105203477,1
105243413,0
105243431,0
105243433,0
105243781,1
105315418,1
105315451,0
105315458,0
105361423,1
105400350,1
105400351,1
105449373,1
105449374,0
105449405,0
105449422,1
105449474,0
105449498,0
105509490,1
105600544,1
105600602,1
105644343,0
105644345,0
105644610,1
105683458,1
105683637,1
105797439,0
105797445,1
105797500,0
105797502,0
105797545,1
105797621,0
105834396,1
105834434,0
105834435,0
105834690,1
105834913,0
105834946,1
105878421,1
105878522,1
105984346,0
106119336,1
106119339,0
106119414,1
106208357,1
106208381,0
106319446,0
106319512,0
106509388,0
106543373,1
106543374,0
106543402,1
106543487,1
106543488,0
106713330,1
106713381,0
106713390,1
106713396,1
106713428,0
106713471,1
106765334,0
106805407,0
106805408,0
106805410,1
106805411,0
106805412,0
106805413,0
106805414,0
106805415,0
106805417,0
106805419,0
106805420,0
106805421,0
106805422,1
106805423,1
106805424,0
106805425,1
106805426,1
106805427,0
106805429,1
106805430,1
106805431,0
106805439,0
106805443,0
106805446,0
106951564,1
106951589,1
106951606,0
106951607,0
106991384,0
106991385,1
106991386,1
106991418,1
106991493,0
106991540,0
107094495,0
107140417,0
107140418,0
107140419,1
